Id,SpotId,UserId,UserName,Stars,Goods,Year,Month,Day,Hour,Minute,Second,CommentData,PhotoUrl1,PhotoUrl2,PhotoUrl3
1834,173,-1,".半岛",4,0,2016,2,5,11,54,32,"还可以，就是大家需要注意，去美术馆，图书馆最好不要传拖鞋","http://qcloud.dpfile.com/pc/8wmLsucIKA1mZ4tzix3ewhPtbixv_nbWa4sh9f8thdDYZvgOqrfVB4yQtiM72hS7.jpg","",""
1835,392,-1,"大脸猫姐姐！",5,0,2017,2,2,9,16,57,"建筑本身就是一件艺术品，让人流连忘返，意犹未尽","http://qcloud.dpfile.com/pc/8wmLsucIKA1mZ4tzix3ewhPtbixv_nbWa4sh9f8thdDYZvgOqrfVB4yQtiM72hS7.jpg","http://qcloud.dpfile.com/pc/v7PUZ_h2wqZuxoMxdStHy2M0S85nibk8VdYcfLILJv1yGWzP23rzMJWuya2RaKhQ.jpg","http://qcloud.dpfile.com/pc/molc3kGxaby4zAfUetrgLgF9DeTy1P3eAWOW1lIQpVkSaFNTIWwDAOmnXf-4q0A2.jpg"
1836,34,-1,"党越_6239",5,0,2017,3,11,21,58,43,"免费的展品都很好看还有免费借阅图书值得一去","http://qcloud.dpfile.com/pc/_spkJdkvsCenUr2vuXMaTBeQhyRV_0Yuf-JV78NdQCVpAiWPB2-pvDdfgCOWXcaZ.jpg","",""
1837,414,-1,"Linna--",5,0,2017,5,26,6,52,56,"从世界之窗走到锦绣中华园的，中途路过了这个美术馆，所以就顺道进去参观了一下，美术馆和大多数的一样，一走进去给人非常干净的感觉，总体色调以白色为主，墙上陈列着油画，水墨画，都是前人留下来的，虽不是太懂，但感觉真的挺美的。美术馆人也不是太多，闲暇时候的好去处。","http://qcloud.dpfile.com/pc/_spkJdkvsCenUr2vuXMaTBeQhyRV_0Yuf-JV78NdQCVpAiWPB2-pvDdfgCOWXcaZ.jpg","http://qcloud.dpfile.com/pc/37NgGL9R9gf8P7QWwQcKhf7-iz5zI8QRKPj2jEyk7OLagbkgC3CXsyYWFNLp9VOW.jpg","http://qcloud.dpfile.com/pc/gfqgquX88ULBb7jztCGPjrOR6PEjY5Dmx3xBVnslzS7VJmVlKIWE8sLNLzMxXslh.jpg"
1838,842,-1,"沫汐2425",5,0,2016,8,13,21,4,23,"特别好的美术馆，第一次去展览的是傅抱石、丰子恺、陈之弗的原作，可见水品不低。窗外是世外桃源般风景。展馆很明亮，非常不错！","http://qcloud.dpfile.com/pc/90srYtfHYgARRcy7T6j2Z8Tm9wKLpUUEJees3upnNcDHN_6lal-bE9xvQvncbGEB.jpg","http://qcloud.dpfile.com/pc/Zd1JAwnX0nzieOWq6lQyLsPmHYmkGcWYf-WvzEX_cfg6ZrwKMEgin3bzdtze8dFp.jpg","http://qcloud.dpfile.com/pc/dEU8kmsAAkubGaaHUE9kwGokKHWf7SFFByOork9hgR5KuoPChYym00jeS3a2KeBM.jpg"
1839,420,-1,"yokinew",5,0,2017,3,12,17,30,45,"之前住在附近，但是都没来逛过，今天在附近吃多了走走，就刚好进美术馆看看。现在在展出的主要是国画，一楼是何香凝女士的作品居多，二楼还有很多其他画家的作品，比如丰子恺。里面不能带包，门口可以存，但是可以拍照。","http://qcloud.dpfile.com/pc/hjdCcfsEdTFz3kbTWeGpQSIiUySTQ5od_P_GEst1Gxhoa32pj_cACV1FTkIDfbG_.jpg","http://qcloud.dpfile.com/pc/MtIecPvqPDFpleBH1vFBTm8dfqnLjoo01ka66JZP5UIJU2F1L9gW7fLzn2l-RFkr.jpg","http://qcloud.dpfile.com/pc/JaJYN6-NOfoQh-ULX9rh2V4xyAYznJi6EhumQScZUU-41SPeYKv6W7JiHhOlxxF2.jpg"
1840,150,-1,"christinelovefruit",5,0,2016,8,27,19,20,11,"太喜欢这个美术馆了，在深南大道路边，交通方便。陈设简洁大方，何香凝展品都特别赞。国画风格是我喜欢的感觉，有女性柔美但不失豪放。梅花老虎栩栩如生。有一幅月亮的印象深刻，好写实。国画的风格和西方的透视完全融合。其他展品都是中日融合派的画家。也都很有风格。丰子恺、陈树人等等。可以看很久的画展！","http://qcloud.dpfile.com/pc/J25810VENYZB9h3JFyPwgSltk-ab5nEjLK_H5ItygLV20T4IXqzDgSaDHOP77o0d.jpg","http://qcloud.dpfile.com/pc/WA1FophAgsfszuo-pNccLx5UNFi3NiiKNCq4ntIHyDkefNMXoIOFA7twNamyH-da.jpg","http://qcloud.dpfile.com/pc/IijzQ0Q03MRAvGNFQ49WzttyP-KsC4pjQ6l44DNktnIPKei54KCKPBICEf8e4B-Q.jpg"
1841,724,-1,"dpuser_09382862109",4,0,2016,7,6,19,1,44,"展品好少，全是何香凝老师的国画作品。","http://qcloud.dpfile.com/pc/fnsIFRqvYfrw1xjz4Vof36OoH_g5vXkj9edRtmw0Glcn1VqXwteFeHjUik71OHst.jpg","",""
1842,508,-1,"超爱跑",5,0,2017,4,8,6,36,30,"展品丰富，里面整洁、明亮，每个展厅都有专人看护，共七个展厅。里面作品较多，一个小时看不完，建议预留三个小时左右。","http://qcloud.dpfile.com/pc/fnsIFRqvYfrw1xjz4Vof36OoH_g5vXkj9edRtmw0Glcn1VqXwteFeHjUik71OHst.jpg","",""
1843,515,-1,"鳥薰小姐",1,0,2016,8,9,9,34,34,"从华美术馆出来准备去新开放的何香凝美术馆逛一下。因为披着外套，门口保安很凶地说“衣服不对！”我愣了一下，想问清楚，他就说”不能披着衣服进去！”我说，“那我拿在手上好了”他又很凶地说“不行！一定要存柜子里”。于是我就走了。在世界各地去过无数美术馆，从来没有一次因为衣服不对而被拒进的。后来电话过去投诉，听电话的人感觉态度也不是很好，我问“你是管事的么”对方答“算是吧。”我反应了情况之后，对方说“哦那我反应一下”我再细问，对方很凶地答“你想要怎么反应啊？”。态度令人乍舌。本来想进一步投诉，后来想算了。没必要。以后也不会去了。","http://qcloud.dpfile.com/pc/fnsIFRqvYfrw1xjz4Vof36OoH_g5vXkj9edRtmw0Glcn1VqXwteFeHjUik71OHst.jpg","",""
1844,836,-1,"Catherine&悠然",5,0,2016,12,9,13,58,18,"逛逛熏陶一下文化气息也是极好的","http://qcloud.dpfile.com/pc/fnsIFRqvYfrw1xjz4Vof36OoH_g5vXkj9edRtmw0Glcn1VqXwteFeHjUik71OHst.jpg","",""
1845,564,-1,"梵梵369",5,0,2017,12,7,14,46,8,"走进何香凝美术馆真得是被那种独有的气质所吸引而来。也可以说是缘分。因为之前真得不知道这里，纯属偶然路过。走进大厅，你会发现，里面特别安静，虽然游览顾客很多，但是进来时工作人员提醒要保持安静。给大家一个温馨的游览圣地。楼上楼下空间很大，分了好多的展厅。不同的风格，不同的画面，令人赏心悦目。展厅里还设有咖啡馆，休息室，可以小憩。卫生间也很干净。展品丰富，免费参观，很不错的一个地方。这样的高级美术馆，深圳只有俩家呢！","http://qcloud.dpfile.com/pc/fnsIFRqvYfrw1xjz4Vof36OoH_g5vXkj9edRtmw0Glcn1VqXwteFeHjUik71OHst.jpg","http://qcloud.dpfile.com/pc/YIeHmXJUHG0oiPPN-RH1QcpFxJRvOiKLxYPLnZdzNZFfa4bv9PksHqVDMc59oPTX.jpg","http://qcloud.dpfile.com/pc/YSgBw-z09u6QHCniOXVNPtndr-UPDtkmVzSGzp3tbCCudaxXcJ2QT1KCVpg7y0e2.jpg"
1846,816,-1,"jackhhk杰哥",4,0,2016,3,3,6,39,54,"何香凝美术馆和关山月美术馆是深圳最出名的两座美术馆，两者都个性十足，风格完全迴异。关山月美术馆一直都很保守，举办的专题展览内容上都比较严肃丶平实及生活化。而何香凝美术馆的专题展览就很不一样了，经常会展出一些大胆、独特丶天马行空丶新潮前卫的作品，有时候这些作品甚至有儿童不宜、意识不良的内容。当然，两者我都很喜欢，经常上他们的官网查看有没有最新的专题展览推出，只要有都会第一时间赶去观赏。我去过何香凝美术馆不下十次，发现它特别喜欢和国外艺术家交流，专题展览十居其七是国外的作品，先不说艺术性如何，只说让我脑洞大开这一点，都已经值得我观赏了！相比之下，关山月美术馆展出的几乎都是国内艺术家的作品，选材风格就比较传统和保守。之所以我一直拿这两家美术馆做比较，是因为我觉得他们真的很有默契，在专题展览的取材上有互补性，刚好可以满足深圳艺术爱好者的不同需求。来何香凝参观的朋友要做好心理准备，学会用艺术的眼光去欣赏，不然有可能会觉得吃不消。家长如果要带小朋友参观，最好事先上官网查看一下正在展览的艺术品适不适合小朋友观赏，这样才能避免尴尬了。何香凝美术馆从２０１５年的３月１５日起闭馆维修一年，到现在都还没有重新开放，想去参观的朋友要多忍耐一段时间。","http://qcloud.dpfile.com/pc/dKXGaaBScvQ05xh_5bd__KAxR3VhmLLD1K3ZHlRP3xMVFaGq28O-dCV-0yN51zlo.jpg","http://qcloud.dpfile.com/pc/VLAUdtMJ1DF27wJBr4X2RRS-OivStX5mOAF447ZSq5ZSWDQzdFWTNAtTDkukvJBe.jpg","http://qcloud.dpfile.com/pc/MRVgQwR-WooENrCGD1_kR5NcCVohJSqgfZdI9x6GlxWvUfSEWLnOs9Vq_Gu0SkrY.jpg"
1847,854,-1,"葫芦娃你别跑",3,2,2017,2,20,20,15,35,"近期在装修，年底就开放了，值得一看","http://qcloud.dpfile.com/pc/u_bdkY4bnhFwX6CG-fBK3PSJT05Y1vtbjfRvDocXFzKn8liy7T2-r6Gw_FjwTIXa.jpg","",""
1848,726,-1,"倩倩熊熊",5,4,2017,8,20,17,36,52,"在深圳出差时特意来这里参观，推荐","http://qcloud.dpfile.com/pc/u_bdkY4bnhFwX6CG-fBK3PSJT05Y1vtbjfRvDocXFzKn8liy7T2-r6Gw_FjwTIXa.jpg","",""
1849,131,-1,"End_Up",5,1,2017,11,12,6,26,56,"深圳比较出名的美术馆共有2家，，，，一家是关山月美术馆，，另外一家就是何香凝美术馆了。它是中国第一个以个人名字命名的国家级美术馆,收藏陈列了何先生的艺术作品及相关文献。何香凝美术馆地理位置很好，靠近地铁华侨城站，非常多的公车可达，并且离景点世界之窗及锦绣中华民俗村很近，，，，可以放一起游玩。美术馆的外形是优美的白色建筑，，，，设计师用灰、白两个色调把整个美术馆建造的简单而典雅庄重，外面装修的比较精致，可以感受一下艺术的氛于浓郁的传统文化氛围中体现着现代感。比起关山月美术馆，何香凝美术馆要更大一点。它的建筑共分为三层，，，，设有主展厅、副展厅、咨询厅、贵宾厅、多功能报告厅、藏品库、画室、美术培训中心、裱画间以及咖啡厅、书店等配套设施。主展厅有着何香凝书画作品陈列，副展厅一般是些个展和专题展。这里经常更换展览内容，，主题非常丰富，一段时间就会有国内外的主题展览。如果你喜爱艺术或者追求生活情调，可以来这里，，，，在一幅幅美术作品前驻足，，展厅里有何香凝的代表作诸如《虎》、《狮》、《菊》。如果你只是路过，也不妨进来一看，这里是免费开放的，而你，可以在这里收获一片宁静，静静享受一份艺术带来的心灵鸡汤。","http://qcloud.dpfile.com/pc/u_bdkY4bnhFwX6CG-fBK3PSJT05Y1vtbjfRvDocXFzKn8liy7T2-r6Gw_FjwTIXa.jpg","",""
1850,822,-1,"四阿哥驾到",3,2,2016,1,15,19,22,40,"何香凝美术馆，中国第一个以个人名字命名的国家级美术馆，也是继中国美术馆之后的第二个国家现代博物馆。何香凝美术馆以收藏、陈列、研究何香凝书画作品为主，亦将关注相关的美术家并对美术史料加以整理、保存，并组织海内外高品位的美术展览与精品典藏，通过对现代美术的学术研究及美术教育的推广等，弘扬中华文化传统，促进我国社会主义精神文明及中国美术界与海外的文化艺术交流。美术馆建筑面积5000余平方米。其建筑设计力求体现何香凝女士一生的品格和庄重、实效、适度的原则。宽广的广场，与中国民俗文化村西门入口相连接，是人与人交流、活动的生活化空间，也成为该建筑的前奏曲。通过十几个宽大的花岗岩台阶和二十余米长的人行天桥，将参观者一步步引入了馆内。整个建筑采用灰、白两色调，典雅、庄重；外观凹进的墙面与凸出的玻璃盒子形成强烈的对比，长长的狐形墙面上开出长方形的洞口，墙后数十株竿青翠竹随风摇曳。主展厅之前是一个四合院式的中庭设计，中庭的南北中轴线与人行天桥和主展厅的中轴线相吻合，使该院成为重要的过度空间。中庭三面采用大面积的木棂窗门，摒弃了繁琐的装饰，在简洁、朴素、具有浓郁的传统文化氛围中散发出现代感。室内设计充分借用外环境的优美景致，当参观者欣赏二楼的展品后，拾阶而上三楼，楼梯的正前方，通透的大玻璃将民俗村的石林借进来，宛若一幅活的山水画。“天井”中庭，不仅洋溢着东方庭院的逸趣，且使室内、室外互相呼应，从而丰富了参观者的视觉效果。公共大厅等处的屋顶使用了玻璃天棚。在天棚下，游人可见蓝天、白云，通过阳光的照射，建筑映照在地面和墙体上产生的光影，增添了室内空间的趣味性。","http://qcloud.dpfile.com/pc/u_bdkY4bnhFwX6CG-fBK3PSJT05Y1vtbjfRvDocXFzKn8liy7T2-r6Gw_FjwTIXa.jpg","http://qcloud.dpfile.com/pc/94N2Zff9uEMxjcfH7mWjaXQ_m5B2KR80hOcIiHoEJwonQXqxx9zFQLxzKSqqwsi5.jpg","http://qcloud.dpfile.com/pc/CtxFtUNBzKPRVqoMERE4fDbQPcH8G5sIT0vC-C29uifouI_kt0hQ7jLNP8Npghdp.jpg"
1851,364,-1,"bearkidz",5,7,2016,3,5,20,40,58,"今年的何香凝美术馆最后一场是「重瞳体——海外女性华人艺术家」持续到三月八日，这场展览后持续一年左右，何香凝都会重修维护。所以今年是不会有展览看了！大家注意了。最后附上女艺术家展的部分图片，大家如果想了解过去的展览，展品和艺术家的信息，都可以登陆何香凝美术馆的主页去了解。","http://qcloud.dpfile.com/pc/D4vAoe6V2BoVc3ZJWJIPzW8VIpQNbKlFo_95SrEjUJ6xD7i2kM-BC_cjA8iaaz3Z.jpg","http://qcloud.dpfile.com/pc/VAOfw9eDdHSEkokgYbKV8nOuG-1dcwvilg6E5rPUbHDhR6ODm8MkBoLTpa3dZbr4.jpg","http://qcloud.dpfile.com/pc/CSwVJpQ03SKQuVyzdy-6a6KNy3xoEcWH1Xv6qsgizF9pQdd5cMy35gB4qkAi2Fej.jpg"
1852,162,-1,"乱世美女",3,2,2017,7,18,17,42,49,"去何香凝美术馆的人似乎是一夜之间多起来的。无论是水塘旁边、展厅里、咖啡馆内还是在书店，随时都能看到拿着相机咔嚓的年轻人。有人说是免费参观，有人说是深圳人与美术馆的关系正在发生变化，还有人说展出的作品越来越接地气。无论哪一种，对这个城市来说，都可以称得上一种进步。你从深南大道上经过，大幅的海报很立体，如果被吸引了，很可能径直入了展厅。如果海报不讨喜，你会穿过旁边的竹子林，去民俗村逛逛。反正在南方的潮湿天气中，竹子蓬勃生长倒让人放松。如果你不打算直接从引桥进入主展厅，那你可以去水塘边看看。有一个小孩就是这样做的。她一个人跑到水塘边，看到一件立起的中山装，还拿起手机，歪着头一本正经地拍照，假装在找角度。这件作品对她而言可以都称作文物了。她那副样子倒是挺可爱的，看到有人在看她，转身就跑了。大人们双手扶在胸前，左摇摇头，右摇摇头，不时“嗯”两声，然后向另一幅画走去。偶尔，还会对旁边的小孩轻声说画里有什么。这里又像一个免费的亲子课堂。进入主展厅，是荷兰画家Janworst的作品。这个擅长把人物放在宏大室内空间的画家让不知内情的观众扑朔迷离。一位中年男子看了半天，只是皱皱眉头，转向陈丹青的春宫图和肖像画。或许，Janworst只是提供一个场景，背后的人物关系才是能发挥想象空间的叙事主题。有矛盾有冲突的故事会让人着迷，于是受众自然小众。有点意外的是，毛焰会积累下一大批观众。“他是一个纯粹的画家，有点神经质。”一听就是学院学生对毛焰的评价，他还在和同学交流第一次看毛焰作品的经历。有观众坐在展厅里，听“艺术与模仿”的主题讲座视频，正播到陈丹青说：“脑筋有毛病性格有问题的人才可能成就大师，我最怕平庸的艺术了。”参观完，去美术馆的咖啡馆喝点东西休息一下，再往世界之窗走去。","http://qcloud.dpfile.com/pc/2_cb-h3jS_Ii7e8u4eNO1n4OXTqJLdV2XYKEJkz0KMYkBcw6iQ5R7JRX32YsWU1X.jpg","",""
1853,710,-1,"Octo章魚pus",5,1,2016,7,25,8,16,46,"之前来看荷兰展居然不用门票整个美术馆其实蛮大的作品数量偏少围绕一个主题一个风格分一二楼展厅交通很方便公车地铁都直到","http://qcloud.dpfile.com/pc/2_cb-h3jS_Ii7e8u4eNO1n4OXTqJLdV2XYKEJkz0KMYkBcw6iQ5R7JRX32YsWU1X.jpg","http://qcloud.dpfile.com/pc/beLw_YNaG6OpAWD7_WKhGysyoc91SCeyuYgpjPMKNB8Dv4ZsBRNbMvuXH24fgh3s.jpg","http://qcloud.dpfile.com/pc/v6Y4LTMZCGp4XiL6i61nmxKJvWmUS8Xq7urVbvkgc3EbZyK4CeQ9J2nTR_DtjOLl.jpg"
1854,381,-1,"健身4为了更好的享受美食",5,4,2016,9,1,9,57,3,"悲催啊~这次去深圳参观不了啦~~于3月16日起闭馆进行整体维修，我是月底去，好可惜啊~~介绍：从何香凝美术馆了解到，该馆将于3月16日起闭馆进行整体维修，维修工程周期将为期一年左右。为何装修需要这么长时间？相关工作人员介绍，该馆自1997年开馆以来，未进行过大的修缮，如今建筑及设备逐日老化，影响对展览效果的呈现，装修将对美术馆内部的一些功能性区域进行调整，会增加如文献库、图书阅览室等基础设施。据了解，该馆正在进行的“何香凝艺术精品陈列展”将展至3月15日结束。3月14日14：30-17：00该馆将迎来2015年的最后一场人文之声学术讲座，讲座邀请了台南艺术大学艺术创作理论研究所教授薛保瑕带来题为《插枝接枝：薛保瑕抽象艺术的基因演变》的演讲。此次讲座将对抽象艺术进行深入探讨。而该馆的一些常设项目，比如“两岸四地艺术展”将寻找其他场馆，以合作方式呈现，而常设展“何香凝艺术精品陈列展”将巡展至惠州等其他城市。","http://qcloud.dpfile.com/pc/1o_J0o2APXPoBp_wYX7DmHu0OvWP2j-q6mgWRTj6UV_VJmVlKIWE8sLNLzMxXslh.jpg","",""
1855,472,-1,"寻找梦想之旅",3,5,2016,3,2,20,55,24,"好多年的免费美术馆了，在还没有买车的年代，经常坐公交经过这个站台，都是报的何香凝美术馆站，好怀念那时坐在大巴的慢悠悠的年少时光了，这一晃就十来年了！店还是不错的，爱国教育，学生党们可前往参观，免费开发，环境好有冷气！","http://qcloud.dpfile.com/pc/yNzR57s9TzhCW4TcoatZwvvSNOXmiwy8_6mfi3ELzTvYZvgOqrfVB4yQtiM72hS7.jpg","",""
1856,555,-1,"DMcalla",4,1,2016,6,25,21,53,57,"经常去的一间美术馆地处华侨城，占地面积较大，环境雅致，周末去人也不多优点是一直以来基本都是free的总会份时间段的展出各类艺术画作，中外现代复古等因大学专业是艺术设计，很喜欢不定期的更新展品时过来看推荐，周末没事可以来此陶冶一下","http://qcloud.dpfile.com/pc/yNzR57s9TzhCW4TcoatZwvvSNOXmiwy8_6mfi3ELzTvYZvgOqrfVB4yQtiM72hS7.jpg","",""
1857,726,-1,"kiwawa",5,2,2016,10,10,17,8,8,"我大学时期真的超爱去的！！免费的展呀~~~环境又棒棒！！特别喜欢那种毕业展因为一口气可以看很多不同种类的作品一下子满足你一百个愿望(｡▰‿‿▰｡)❤展馆里空调很足所以还是建议夏天也穿个开衫去整个场馆要是大部分都开放的话就能感受到空间感有多么棒了啊~~~","http://qcloud.dpfile.com/pc/yNzR57s9TzhCW4TcoatZwvvSNOXmiwy8_6mfi3ELzTvYZvgOqrfVB4yQtiM72hS7.jpg","http://qcloud.dpfile.com/pc/dX2jNBzvDw3OO4p4GDzxlwIjgZOnh84GlVijsO6YWMvEkKuruj4jMqhwzWqGFK3M.jpg",""
1858,840,-1,"yiweicoffee",3,2,2016,8,21,7,53,58,"位置非常清幽，很好找，外部环境非常棒，是个休闲的好地方。只去过一次，后面也有关注，但是里面的展览都不是特别吸引人，没有再去过。","http://qcloud.dpfile.com/pc/EyYbciPn8qMxMlg2ekfI-f5j0zjKWGB0SmQtZudXqYT9RaRexiX2I90JrnxRhczq.jpg","",""
1859,36,-1,"junjing11111",5,3,2016,2,20,17,56,39,"有储物柜~很贴心~去的时候有德国艺术展，对于国画不太懂什么的所以还是看德国人的工业设计吧，德国人不仅对东西的材质质量有很高的要求，也会设计出好玩的物件啊~","http://qcloud.dpfile.com/pc/EyYbciPn8qMxMlg2ekfI-f5j0zjKWGB0SmQtZudXqYT9RaRexiX2I90JrnxRhczq.jpg","",""
1860,662,-1,"爱吃的小婧子求好运",4,7,2016,7,26,18,25,11,"和家长一起去的深圳玩儿。当时赶上有德国艺术展。3月时候去的。一进门就是一层有关何香凝的一切，革命家史，纪念品什么的，貌似是有一两层都是德国艺术展。有汽车，艺术，家居，各方面的历史发展进程，一些碗，灯什么的很漂亮，做工也很精细，这个艺术馆是免费参观的，人不是很多，但不吵。还是挺适合看一看的。感觉挺满意的。有一些工作人员在里面。","http://qcloud.dpfile.com/pc/EyYbciPn8qMxMlg2ekfI-f5j0zjKWGB0SmQtZudXqYT9RaRexiX2I90JrnxRhczq.jpg","http://qcloud.dpfile.com/pc/M425D89Hv_maPW4jUA8a9K8yLgRhUii3eggY1vyT06JKCDs0jPoqi1zI0pvyzkyL.jpg","http://qcloud.dpfile.com/pc/1YlE1UhL5Th5r2nd4Z5OYC-t85WN3sAkjd0DbelEatdKtgeTifvyIr5qenVUs-8M.jpg"
1861,855,-1,"heidijude",5,0,2016,12,7,11,48,37,"馆子不大，但是很好，展览很多，内容很好很安静，墙面都是白色的调调喜欢这个美术馆的感觉","http://qcloud.dpfile.com/pc/0TK27OemywLC8MmLlnCEIyN07uUnhQoWz4BeN4-BAhmpkp-ABCJD1UnsgLB_I2M2.jpg","",""
1862,891,-1,"香蕉来打酱油",4,0,2017,9,15,19,54,35,"（3/8特别献礼）就在华美术馆，锦绣中华旁边。何香凝美术馆长期有展览，有兴趣的展览基本都会过来。地铁很方便，出站走不到十分钟，经过华美术馆（黑黑的），然后就看到拉（白色的~）这里的展览不多，展期挺长的。馆子不是很大，两层。有些来看展览的人还会到馆外拍照。（算是地下一楼吗？）展览馆通常都会有附设一个商品区，能购入相关的商品。比如何香凝的话是可以购入一些画册什么的..不过作为长期专业的展馆来说，这里的选择性比较小。每次都是经过直接看展览的。展品布置通常一致，沿着展厅墙走，不过有时候可能会要走回头路，有时候如果有顺序的话，可能就会有点乱咯。一楼的另外几个厅是常设展览。这里免费对外开放，不过就算周末来人也不会很多。喜欢！","http://qcloud.dpfile.com/pc/0TK27OemywLC8MmLlnCEIyN07uUnhQoWz4BeN4-BAhmpkp-ABCJD1UnsgLB_I2M2.jpg","",""
1863,521,-1,"kanniekannie",3,0,2017,5,24,6,26,35,"比想象中的小，展品也没有很惊艳。可能是我看不懂的原因吧。。。去了不到半小时就出来了。名声在外。不是特别满意。","http://qcloud.dpfile.com/pc/0TK27OemywLC8MmLlnCEIyN07uUnhQoWz4BeN4-BAhmpkp-ABCJD1UnsgLB_I2M2.jpg","",""
1864,825,-1,"盛夏的光年2333",4,0,2016,2,7,21,19,5,"逛了创意园之后，然后去逛的这个美术馆，很不错，那边的环境很好，陶冶陶冶情操什么的，不错。","http://qcloud.dpfile.com/pc/0TK27OemywLC8MmLlnCEIyN07uUnhQoWz4BeN4-BAhmpkp-ABCJD1UnsgLB_I2M2.jpg","",""
1865,860,-1,"张家山妹子",4,0,2016,6,28,17,57,59,"在深圳呆了三年有余，每逢公交车报出何香凝美术馆这个站名总会在心里对自己说：要抽个时间来看看，终于在一个觉得该出去走走的午后来到了这里！因为非周末，所以管内人非常少，少到你会觉得保安太多了！管内好像是分为6个展馆，前三个均为何香凝先生的水墨画，以山水花鸟为主，给我印象最深的是那些山水画，真心觉得很有意境，楼上的展馆是一些现代艺术家的展品，额，说实话看不太懂~~总的来说，是一个不错的地方，坐落在繁华的深南大道，却有着难得的幽静，可惜那天管内的咖啡屋没有营业，不然坐着喝一杯真真是极好的！","http://qcloud.dpfile.com/pc/0TK27OemywLC8MmLlnCEIyN07uUnhQoWz4BeN4-BAhmpkp-ABCJD1UnsgLB_I2M2.jpg","http://qcloud.dpfile.com/pc/dys9gNMHWCu0fK0UgRQMLjt9AwPOioKi6RWZQNHughUVFaGq28O-dCV-0yN51zlo.jpg","http://qcloud.dpfile.com/pc/nGBEK32si9KMBPuDOK1VcBw2tgQuUSky10a-XJbefU_hR6ODm8MkBoLTpa3dZbr4.jpg"
1866,374,-1,"Cassie_凯斯",5,0,2017,6,22,7,22,3,"深圳比较有水平的美术馆之一，其他的推荐包括深圳美术馆和关山月美术馆。参加过几次展览，何香凝美术馆办的展览相对比较偏当代一些，展览不多，展期较长，但是前瞻意味十足，在这一点上比关山月美术馆好太多了。我最喜欢的是她的建筑，外表低调，但是一进去就有豁然开朗之意，中庭、木门等设计都带有浓厚的中式味道，而满眼的白色也让人感受到美术馆应有的清净和通透。不足之处是其艺术小店的商品长期不更换，也没什么人气，还有美术馆的公共教育体现不足。免费开放，常年设何香凝先生的作品展，也是外地朋友到深圳的必到之处。","","",""
1867,564,-1,"cocoabread",4,3,2016,3,26,6,4,10,"这里是免费参观的,除了艺术欣赏,还可藉此了解近代历史文物,参观的人不多,挺清幽的地方","http://qcloud.dpfile.com/pc/QZokMIrbbARF5d4PnrdpF7a7q1pgSOnsSKuB21HmzZzu3LsQ4-Nv3B7wgjhyXxWW.jpg","",""
1868,731,-1,"你叫没头脑",3,10,2016,1,23,21,35,2,"展厅里空调温度太低！好好的看一会儿就会觉得冷，坐下来看讲座的视频越看越冷。个别保安态度比较不友善。","http://qcloud.dpfile.com/pc/QZokMIrbbARF5d4PnrdpF7a7q1pgSOnsSKuB21HmzZzu3LsQ4-Nv3B7wgjhyXxWW.jpg","",""
1869,653,-1,"bobobobobob",1,13,2017,12,13,13,32,3,"去过几次了，都觉得不错，但6月23好下午带着孩子去的时候，刚好快到下午四点半的最迟入馆时间，就急急忙忙赶过去，到了的时候还看了一下手表，4点28分，想着还好赶到了，结果被门口的保安拦下来，说已经不能进了！我问为什么，还没到4点30，保安说就快到了我说快到了就是还没到啊保安说你现在进去也看不完我说能看多少看多少嘛保安说那就没必要看了我说看不看得完是我的事，没到时间就该让我进去啊保安说他已经报了今天的入馆人数了，你们进去还得该，太麻烦了。我们这才听明白，不是时间的问题，就是因为嫌改人数麻烦，就把人拒之门外，还带着小朋友！我们一家人白跑一趟麻烦，还是你改一下人数麻烦？还让小朋友那么失望！我也是华侨城的业主，没遇到过华侨城物业还有这么差的保安！","http://qcloud.dpfile.com/pc/QZokMIrbbARF5d4PnrdpF7a7q1pgSOnsSKuB21HmzZzu3LsQ4-Nv3B7wgjhyXxWW.jpg","",""
1870,498,-1,"s泡沫之殇y",4,1,2016,7,5,21,36,10,"在地铁口不远，交通方便，而且是知道年费对外开放的美术馆，里面又很多何香凝的美术作品，很有艺术氛围，来这里真的是艺术的享受！","http://qcloud.dpfile.com/pc/QZokMIrbbARF5d4PnrdpF7a7q1pgSOnsSKuB21HmzZzu3LsQ4-Nv3B7wgjhyXxWW.jpg","",""
1871,768,-1,"辣椒炒香肠",4,0,2017,1,29,6,33,18,"地点就在深圳世界之窗前面不远，而且是免费对公众开放的，里面有很多何先生的作品，山水，人物，各种各样的话，我在里面逛了三个小时，欣赏了很多话，不愧是出自名家之手确实画得很好！","http://qcloud.dpfile.com/pc/QZokMIrbbARF5d4PnrdpF7a7q1pgSOnsSKuB21HmzZzu3LsQ4-Nv3B7wgjhyXxWW.jpg","",""
1872,798,-1,"小芝麻丸儿",4,0,2017,5,28,9,54,9,"小小的美术馆却有何香凝先生的真迹。从介绍中了解到何先生不仅仅是一位杰出的艺术家，还为中国的民主革命做出了贡献，十分值得钦佩。参观免费，旁边就是民俗村景点。","http://qcloud.dpfile.com/pc/QZokMIrbbARF5d4PnrdpF7a7q1pgSOnsSKuB21HmzZzu3LsQ4-Nv3B7wgjhyXxWW.jpg","",""
